word:the start_time:0:9 end_time:0:11
word:to start_time:7:47 end_time:7:47
word:use start_time:7:47 end_time:7:48
word:the start_time:7:48 end_time:7:48
word:word start_time:7:48 end_time:7:48
word:scalar start_time:7:48 end_time:7:48
word:pretty start_time:7:48 end_time:7:49
word:much start_time:7:49 end_time:7:49
word:interchangeably start_time:7:49 end_time:7:50
word:with start_time:7:50 end_time:7:50
word:the start_time:7:50 end_time:7:50
word:word start_time:7:50 end_time:7:50
word:number start_time:7:50 end_time:7:51
word:numerically start_time:7:51 end_time:7:52
word:stretching start_time:7:52 end_time:7:53
word:out start_time:7:53 end_time:7:53
word:a start_time:7:53 end_time:7:53
word:vector start_time:7:53 end_time:7:53
word:by start_time:7:53 end_time:7:53
word:a start_time:7:53 end_time:7:53
word:factor start_time:7:53 end_time:7:54
word:of start_time:7:54 end_time:7:54
word:say start_time:7:54 end_time:7:54
word:to start_time:7:54 end_time:7:55
word:corresponds start_time:7:55 end_time:7:56
word:with start_time:7:56 end_time:7:56
word:multiplying start_time:7:56 end_time:7:57
word:each start_time:7:57 end_time:7:57
word:of start_time:7:57 end_time:7:57
word:its start_time:7:57 end_time:7:57
word:components start_time:7:57 end_time:7:58
word:by start_time:7:58 end_time:7:58
word:that start_time:7:58 end_time:7:58
word:factor start_time:7:58 end_time:7:59
word:to start_time:7:59 end_time:7:59
word:sew start_time:7:59 end_time:8:0
word:in start_time:8:0 end_time:8:0
word:the start_time:8:0 end_time:8:0
word:conception start_time:8:0 end_time:8:1
word:of start_time:8:1 end_time:8:1
word:vectors start_time:8:1 end_time:8:1
word:as start_time:8:1 end_time:8:1
word:list start_time:8:1 end_time:8:1
word:of start_time:8:1 end_time:8:2
word:numbers start_time:8:2 end_time:8:2
word:multiplying start_time:8:2 end_time:8:3
word:a start_time:8:3 end_time:8:3
word:given start_time:8:3 end_time:8:3
word:vector start_time:8:3 end_time:8:4
word:by start_time:8:4 end_time:8:4
word:a start_time:8:4 end_time:8:4
word:scalar start_time:8:4 end_time:8:4
word:means start_time:8:4 end_time:8:5
word:multiply start_time:8:5 end_time:8:5
word:each start_time:8:5 end_time:8:6
word:one start_time:8:6 end_time:8:6
word:of start_time:8:6 end_time:8:6
word:those start_time:8:6 end_time:8:6
word:components start_time:8:6 end_time:8:7
word:by start_time:8:7 end_time:8:7
word:that start_time:8:7 end_time:8:7
word:scalar start_time:8:7 end_time:8:8
word:you'll start_time:8:10 end_time:8:10
word:see start_time:8:10 end_time:8:10
word:in start_time:8:10 end_time:8:10
word:the start_time:8:10 end_time:8:11
word:following start_time:8:11 end_time:8:11
word:videos start_time:8:11 end_time:8:11
word:what start_time:8:11 end_time:8:11
word:I start_time:8:11 end_time:8:12
word:mean start_time:8:12 end_time:8:12
word:when start_time:8:12 end_time:8:12
word:I start_time:8:12 end_time:8:12
word:say start_time:8:12 end_time:8:12
word:that start_time:8:12 end_time:8:12
word:linear start_time:8:12 end_time:8:13
word:algebra start_time:8:13 end_time:8:13
word:topics start_time:8:13 end_time:8:13
word:10 start_time:8:13 end_time:8:14
word:to start_time:8:14 end_time:8:14
word:revolve start_time:8:14 end_time:8:15
word:around start_time:8:15 end_time:8:15
word:these start_time:8:15 end_time:8:15
word:two start_time:8:15 end_time:8:15
word:fundamental start_time:8:15 end_time:8:16
word:operations start_time:8:16 end_time:8:16
word:vector start_time:8:16 end_time:8:17
word:addition start_time:8:17 end_time:8:17
word:and start_time:8:17 end_time:8:18
word:scalar start_time:8:18 end_time:8:18
word:multiplication start_time:8:18 end_time:8:18
word:and start_time:8:18 end_time:8:20
word:I'll start_time:8:20 end_time:8:20
word:talk start_time:8:20 end_time:8:20
word:more start_time:8:20 end_time:8:20
word:in start_time:8:20 end_time:8:20
word:the start_time:8:20 end_time:8:20
word:last start_time:8:20 end_time:8:20
word:video start_time:8:20 end_time:8:21
word:about start_time:8:21 end_time:8:21
word:how start_time:8:21 end_time:8:21
word:and start_time:8:21 end_time:8:22
word:why start_time:8:22 end_time:8:22
word:the start_time:8:22 end_time:8:22
word:mathematician start_time:8:22 end_time:8:23
word:thinks start_time:8:23 end_time:8:23
word:only start_time:8:23 end_time:8:23
word:about start_time:8:23 end_time:8:24
word:these start_time:8:24 end_time:8:24
word:operations start_time:8:24 end_time:8:24
word:independent start_time:8:24 end_time:8:25
word:an start_time:8:25 end_time:8:26
word:abstract start_time:8:26 end_time:8:26
word:away start_time:8:26 end_time:8:27
word:from start_time:8:27 end_time:8:27
word:however start_time:8:27 end_time:8:27
word:you start_time:8:27 end_time:8:28
word:choose start_time:8:28 end_time:8:28
word:to start_time:8:28 end_time:8:28
word:represent start_time:8:28 end_time:8:28
word:vectors start_time:8:28 end_time:8:29
word:in start_time:8:29 end_time:8:29
word:truth start_time:8:29 end_time:8:30
word:it start_time:8:30 end_time:8:30
word:doesn't start_time:8:30 end_time:8:31
word:matter start_time:8:31 end_time:8:31
word:whether start_time:8:31 end_time:8:31
word:you start_time:8:31 end_time:8:31
word:think start_time:8:31 end_time:8:31
word:about start_time:8:31 end_time:8:31
word:Vector start_time:8:31 end_time:8:32
word:that's start_time:8:32 end_time:8:32
word:fundamentally start_time:8:32 end_time:8:33
word:being start_time:8:33 end_time:8:33
word:arrows start_time:8:33 end_time:8:33
word:in start_time:8:33 end_time:8:33
word:space start_time:8:33 end_time:8:34
word:like start_time:8:34 end_time:8:34
word:I'm start_time:8:34 end_time:8:34
word:suggesting start_time:8:34 end_time:8:34
word:you start_time:8:34 end_time:8:35
word:do start_time:8:35 end_time:8:35
word:that start_time:8:35 end_time:8:35
word:happen start_time:8:35 end_time:8:36
word:to start_time:8:36 end_time:8:36
word:have start_time:8:36 end_time:8:36
word:a start_time:8:36 end_time:8:36
word:nice start_time:8:36 end_time:8:36
word:numerical start_time:8:36 end_time:8:37
word:representation start_time:8:37 end_time:8:37
word:or start_time:8:37 end_time:8:38
word:fundamentally start_time:8:38 end_time:8:38
word:as start_time:8:38 end_time:8:39
word:list start_time:8:39 end_time:8:39
word:of start_time:8:39 end_time:8:39
word:numbers start_time:8:39 end_time:8:39
word:that start_time:8:39 end_time:8:40
word:happen start_time:8:40 end_time:8:40
word:to start_time:8:40 end_time:8:40
word:have start_time:8:40 end_time:8:40
word:a start_time:8:40 end_time:8:40
word:nice start_time:8:40 end_time:8:40
word:geometric start_time:8:40 end_time:8:41
word:interpretation start_time:8:41 end_time:8:41
word:the start_time:8:41 end_time:8:42
word:usefulness start_time:8:42 end_time:8:43
word:of start_time:8:43 end_time:8:43
word:linear start_time:8:43 end_time:8:43
word:algebra start_time:8:43 end_time:8:43
word:has start_time:8:43 end_time:8:44
word:less start_time:8:44 end_time:8:44
word:to start_time:8:44 end_time:8:44
word:do start_time:8:44 end_time:8:44
word:with start_time:8:44 end_time:8:45
word:either start_time:8:45 end_time:8:45
word:one start_time:8:45 end_time:8:45
word:of start_time:8:45 end_time:8:45
word:these start_time:8:45 end_time:8:45
word:views start_time:8:45 end_time:8:46
word:but start_time:8:46 end_time:8:46
word:it start_time:8:46 end_time:8:46
word:does start_time:8:46 end_time:8:46
word:with start_time:8:46 end_time:8:47
word:the start_time:8:47 end_time:8:47
word:ability start_time:8:47 end_time:8:47
word:to start_time:8:47 end_time:8:47
word:translate start_time:8:47 end_time:8:48
word:back start_time:8:48 end_time:8:48
word:and start_time:8:48 end_time:8:48
word:forth start_time:8:48 end_time:8:49
word:between start_time:8:49 end_time:8:49
word:them start_time:8:49 end_time:8:49
word:it start_time:8:49 end_time:8:50
word:gives start_time:8:50 end_time:8:50
word:the start_time:8:50 end_time:8:50
word:data start_time:8:50 end_time:8:51
word:analyst start_time:8:51 end_time:8:51
word:and start_time:8:51 end_time:8:51
word:nice start_time:8:51 end_time:8:51
word:way start_time:8:51 end_time:8:52
word:to start_time:8:52 end_time:8:52
word:conceptualize start_time:8:52 end_time:8:52
word:many start_time:8:52 end_time:8:53
word:list start_time:8:53 end_time:8:53
word:of start_time:8:53 end_time:8:53
word:members start_time:8:53 end_time:8:53
word:in start_time:8:53 end_time:8:54
word:a start_time:8:54 end_time:8:54
word:visual start_time:8:54 end_time:8:54
word:way start_time:8:54 end_time:8:55
word:we start_time:8:55 end_time:8:55
word:can start_time:8:55 end_time:8:55
word:seriously start_time:8:55 end_time:8:56
word:clarify start_time:8:56 end_time:8:57
word:patterns start_time:8:57 end_time:8:57
word:in start_time:8:57 end_time:8:57
word:data start_time:8:57 end_time:8:57
word:and start_time:8:57 end_time:8:58
word:give start_time:8:58 end_time:8:58
word:a start_time:8:58 end_time:8:58
word:global start_time:8:58 end_time:8:58
word:view start_time:8:58 end_time:8:58
word:of start_time:8:58 end_time:8:59
word:what start_time:8:59 end_time:8:59
word:certain start_time:8:59 end_time:8:59
word:operations start_time:8:59 end_time:9:0
word:do start_time:9:0 end_time:9:0
word:it start_time:9:0 end_time:9:1
word:on start_time:9:1 end_time:9:1
word:the start_time:9:1 end_time:9:1
word:flip start_time:9:1 end_time:9:1
word:side start_time:9:1 end_time:9:1
word:against start_time:9:1 end_time:9:2
word:people start_time:9:2 end_time:9:2
word:like start_time:9:2 end_time:9:2
word:physicists start_time:9:2 end_time:9:3
word:in start_time:9:3 end_time:9:3
word:computer start_time:9:3 end_time:9:3
word:Graphics start_time:9:3 end_time:9:3
word:programmers start_time:9:3 end_time:9:4
word:a start_time:9:4 end_time:9:5
word:language start_time:9:5 end_time:9:5
word:to start_time:9:5 end_time:9:5
word:describe start_time:9:5 end_time:9:6
word:space start_time:9:6 end_time:9:6
word:and start_time:9:6 end_time:9:7
word:the start_time:9:7 end_time:9:7
word:manipulation start_time:9:7 end_time:9:7
word:of start_time:9:7 end_time:9:8
word:space start_time:9:8 end_time:9:8
word:using start_time:9:8 end_time:9:9
word:numbers start_time:9:9 end_time:9:9
word:that start_time:9:9 end_time:9:9
word:can start_time:9:9 end_time:9:10
word:be start_time:9:10 end_time:9:10
word:Crush start_time:9:10 end_time:9:10
word:then start_time:9:10 end_time:9:10
word:run start_time:9:10 end_time:9:10
word:through start_time:9:10 end_time:9:10
word:computer start_time:9:10 end_time:9:11
word:when start_time:9:11 end_time:9:12
word:I start_time:9:12 end_time:9:12
word:do start_time:9:12 end_time:9:12
word:math start_time:9:12 end_time:9:13
word:the start_time:9:13 end_time:9:13
word:animations start_time:9:13 end_time:9:13
word:for start_time:9:13 end_time:9:14
word:example start_time:9:14 end_time:9:14
word:I start_time:9:14 end_time:9:14
word:start start_time:9:14 end_time:9:15
word:by start_time:9:15 end_time:9:15
word:thinking start_time:9:15 end_time:9:15
word:about start_time:9:15 end_time:9:15
word:what's start_time:9:15 end_time:9:16
word:actually start_time:9:16 end_time:9:16
word:going start_time:9:16 end_time:9:16
word:on start_time:9:16 end_time:9:16
word:in start_time:9:16 end_time:9:17
word:space start_time:9:17 end_time:9:17
word:and start_time:9:17 end_time:9:17
word:then start_time:9:17 end_time:9:18
word:get start_time:9:18 end_time:9:18
word:the start_time:9:18 end_time:9:18
word:computer start_time:9:18 end_time:9:18
word:to start_time:9:18 end_time:9:18
word:represent start_time:9:18 end_time:9:19
word:things start_time:9:19 end_time:9:19
word:numerically start_time:9:19 end_time:9:20
word:there start_time:9:20 end_time:9:20
word:by start_time:9:20 end_time:9:20
word:figuring start_time:9:20 end_time:9:21
word:out start_time:9:21 end_time:9:21
word:where start_time:9:21 end_time:9:21
word:to start_time:9:21 end_time:9:21
word:place start_time:9:21 end_time:9:22
word:the start_time:9:22 end_time:9:22
word:pixels start_time:9:22 end_time:9:22
word:on start_time:9:22 end_time:9:22
word:the start_time:9:22 end_time:9:22
word:screen start_time:9:22 end_time:9:23
word:and start_time:9:23 end_time:9:23
word:doing start_time:9:23 end_time:9:23
word:that start_time:9:23 end_time:9:24
word:usually start_time:9:24 end_time:9:24
word:realize start_time:9:24 end_time:9:24
word:that start_time:9:24 end_time:9:24
word:a start_time:9:24 end_time:9:25
word:lot start_time:9:25 end_time:9:25
word:of start_time:9:25 end_time:9:25
word:linear start_time:9:25 end_time:9:25
word:algebra start_time:9:25 end_time:9:25
word:understanding start_time:9:25 end_time:9:26
word:so start_time:9:28 end_time:9:28
word:they're start_time:9:28 end_time:9:28
word:your start_time:9:28 end_time:9:28
word:vector start_time:9:28 end_time:9:29
word:Basics start_time:9:29 end_time:9:29
word:and start_time:9:29 end_time:9:29
word:in start_time:9:29 end_time:9:29
word:the start_time:9:29 end_time:9:29
word:next start_time:9:29 end_time:9:29
word:video start_time:9:29 end_time:9:30
word:I'll start_time:9:30 end_time:9:30
word:start start_time:9:30 end_time:9:30
word:getting start_time:9:30 end_time:9:31
word:into start_time:9:31 end_time:9:31
word:some start_time:9:31 end_time:9:31
word:pretty start_time:9:31 end_time:9:31
word:neat start_time:9:31 end_time:9:31
word:concept start_time:9:31 end_time:9:31
word:surrounding start_time:9:31 end_time:9:32
word:vectors start_time:9:32 end_time:9:33
word:like start_time:9:33 end_time:9:33
word:spam start_time:9:33 end_time:9:33
word:basis start_time:9:33 end_time:9:34
word:and start_time:9:34 end_time:9:34
word:linear start_time:9:34 end_time:9:34
word:dependent start_time:9:34 end_time:9:35
word:see start_time:9:35 end_time:9:35
word:you start_time:9:35 end_time:9:35
word:then start_time:9:35 end_time:9:36
link:https://www.youtube.com/watch?v=NexP3uRDaDI
